speech_start	speech_end	speaker
499.459	499.759	SPEAKER_0
500.064	502.079	SPEAKER_2
503.007	507.26	SPEAKER_2
508.441	509.84	SPEAKER_0
511.8	512.17	SPEAKER_0
512.879	513.352	SPEAKER_0
514.111	514.347	SPEAKER_0
515.123	518.313	SPEAKER_0
518.313	518.853	SPEAKER_0
519.249	519.474	SPEAKER_0
519.909	520.874	SPEAKER_0
522.509	522.9	SPEAKER_0
524.093	524.483	SPEAKER_1
524.5	525.74	SPEAKER_0
525.94	535.07	SPEAKER_2
535.255	541.432	SPEAKER_2
542.005	545.06	SPEAKER_2
545.068	545.732	SPEAKER_1
545.735	547.24	SPEAKER_0
547.743	549.245	SPEAKER_0
552.367	553.649	SPEAKER_0
554.088	554.847	SPEAKER_0
555.691	561.074	SPEAKER_0
565.732	566.272	SPEAKER_3
567.419	567.638	SPEAKER_0
568.381	570.018	SPEAKER_0
572.6	577.156	SPEAKER_0
578.349	580.233	SPEAKER_0
580.991	584.408	SPEAKER_0
585.166	585.704	SPEAKER_1
585.946	587.742	SPEAKER_0
588.715	590.065	SPEAKER_0
590.425	592.721	SPEAKER_0
593.525	597.153	SPEAKER_0
597.524	598.047	SPEAKER_0
598.182	598.722	SPEAKER_1
599.414	602.924	SPEAKER_0
603.063	604.346	SPEAKER_2
604.528	605.767	SPEAKER_2
606.233	607.892	SPEAKER_2
608.3	614.535	SPEAKER_2
615.192	618.365	SPEAKER_2
618.533	619.856	SPEAKER_1
619.856	621.389	SPEAKER_0
621.67	623.022	SPEAKER_0
623.022	623.652	SPEAKER_1
623.898	624.754	SPEAKER_0
625.267	630.659	SPEAKER_0
631.63	636.944	SPEAKER_0
638.803	641.386	SPEAKER_0
641.431	643.045	SPEAKER_2
643.762	650.63	SPEAKER_2
651.085	654.511	SPEAKER_2
658.257	661.092	SPEAKER_0
662.358	664.72	SPEAKER_0
665.468	665.747	SPEAKER_0
666.068	667.3	SPEAKER_3
667.741	669.125	SPEAKER_0
673.698	676.786	SPEAKER_0
678.39	678.784	SPEAKER_1
678.987	680.351	SPEAKER_0
681.005	681.359	SPEAKER_1
681.593	684.196	SPEAKER_2
684.535	691.162	SPEAKER_2
691.255	691.91	SPEAKER_0
694.538	696.479	SPEAKER_2
696.833	702.537	SPEAKER_2
702.706	708.157	SPEAKER_0
709.186	710.705	SPEAKER_0
711.751	713.843	SPEAKER_0
713.843	717.657	SPEAKER_2
718.248	720.239	SPEAKER_2
720.796	723.918	SPEAKER_2
724.205	726.854	SPEAKER_2
727.327	733.115	SPEAKER_2
733.233	736.473	SPEAKER_2
736.473	737.182	SPEAKER_0
739.003	740.097	SPEAKER_3
740.32	742.733	SPEAKER_0
743.965	746.04	SPEAKER_2
746.356	746.963	SPEAKER_1
747.374	748.724	SPEAKER_0
750.478	751.745	SPEAKER_0
751.916	753.299	SPEAKER_3
754.057	754.85	SPEAKER_0
757.769	760.2	SPEAKER_0
761.87	763.169	SPEAKER_0
764.738	765.61	SPEAKER_0
765.839	766.626	SPEAKER_3
766.848	767.742	SPEAKER_0
769.987	771.337	SPEAKER_0
771.809	772.872	SPEAKER_0
774.256	776.006	SPEAKER_0
776.059	776.568	SPEAKER_1
776.905	778.137	SPEAKER_0
778.326	779.994	SPEAKER_2
780.828	784.197	SPEAKER_2
784.803	789.562	SPEAKER_2
792.683	793.24	SPEAKER_1
794.388	796.025	SPEAKER_0
797.543	799.028	SPEAKER_0
799.231	801.178	SPEAKER_0
802.623	805.759	SPEAKER_0
805.829	809.221	SPEAKER_2
809.828	816.967	SPEAKER_2
817.591	819.245	SPEAKER_2
819.38	822.586	SPEAKER_2
823.16	826.35	SPEAKER_0
826.72	830.23	SPEAKER_0
832.829	836.339	SPEAKER_2
836.913	841.773	SPEAKER_2
841.773	842.32	SPEAKER_0
842.328	848.928	SPEAKER_2
849.383	852.067	SPEAKER_0
852.771	853.052	SPEAKER_1
853.371	853.895	SPEAKER_1
854.918	855.29	SPEAKER_1
855.813	856.285	SPEAKER_0
857.872	858.344	SPEAKER_0
858.884	859.492	SPEAKER_0
861.55	862.647	SPEAKER_0
862.765	863.322	SPEAKER_0
868.52	872.738	SPEAKER_1
873.924	876.052	SPEAKER_2
876.123	876.709	SPEAKER_0
876.832	880.36	SPEAKER_2
880.907	885.625	SPEAKER_2
885.631	886.031	SPEAKER_0
886.036	888.28	SPEAKER_2
888.747	891.47	SPEAKER_2
892.194	898.355	SPEAKER_0
898.912	900.329	SPEAKER_0
900.97	902.641	SPEAKER_0
904.953	906.202	SPEAKER_1
906.472	907.079	SPEAKER_1
907.487	909.374	SPEAKER_0
909.543	910.169	SPEAKER_1
910.43	912.596	SPEAKER_0
913.238	913.857	SPEAKER_1
914.162	914.842	SPEAKER_0
916.411	916.962	SPEAKER_1
917.059	917.892	SPEAKER_0
918.033	919.6	SPEAKER_1
920.033	920.718	SPEAKER_0
922.451	923.258	SPEAKER_0
925.489	926.903	SPEAKER_0
944.238	945.622	SPEAKER_2
946.178	947.967	SPEAKER_2
948.625	953.823	SPEAKER_2
954.481	957.586	SPEAKER_2
957.653	959.476	SPEAKER_0
959.763	962.007	SPEAKER_0
963.152	963.868	SPEAKER_3
965.2	966.431	SPEAKER_0
967.706	969.012	SPEAKER_0
969.567	970.462	SPEAKER_1
970.748	971.035	SPEAKER_1
972.2	974.947	SPEAKER_1
975.2	975.818	SPEAKER_0
976.993	978.477	SPEAKER_0
978.868	981.246	SPEAKER_0
981.852	982.156	SPEAKER_0
983.084	984.232	SPEAKER_0
985.008	986.122	SPEAKER_0
986.915	991.859	SPEAKER_0
992.313	993.648	SPEAKER_0
994.795	996.736	SPEAKER_0
997.58	997.9	SPEAKER_0
998.187	1000.684	SPEAKER_0
1000.688	1001.069	SPEAKER_1
1001.562	1002.288	SPEAKER_0
1002.507	1005.967	SPEAKER_0
1006.304	1007.063	SPEAKER_0
1007.718	1008.706	SPEAKER_0
1009.739	1010.012	SPEAKER_1
1010.163	1011.624	SPEAKER_0
1013.527	1014.303	SPEAKER_0
1015.298	1015.652	SPEAKER_1
1015.916	1017.358	SPEAKER_0
1034.84	1044.914	SPEAKER_2
1045.117	1047.817	SPEAKER_2
1050.871	1054.5	SPEAKER_0
1054.5	1055.582	SPEAKER_1
1056.018	1057.45	SPEAKER_0
1057.45	1058.143	SPEAKER_1
1059.275	1060.895	SPEAKER_3
1061.705	1063.173	SPEAKER_0
1073.298	1074.023	SPEAKER_0
1074.142	1076.183	SPEAKER_0
1077.955	1080.2	SPEAKER_0
1080.679	1082.836	SPEAKER_2
1083.367	1084.921	SPEAKER_2
1085.6	1088.061	SPEAKER_2
1088.468	1091.202	SPEAKER_2
1091.489	1093.109	SPEAKER_2
1093.445	1094.016	SPEAKER_1
1095.886	1096.302	SPEAKER_1
1097.184	1097.441	SPEAKER_1
1097.943	1098.296	SPEAKER_1
1098.598	1100.584	SPEAKER_0
1100.952	1101.607	SPEAKER_1
1101.656	1102.476	SPEAKER_0
1103.099	1103.555	SPEAKER_1
1104.752	1107.902	SPEAKER_0
1108.304	1109.193	SPEAKER_1
1111.452	1113.629	SPEAKER_0
1113.899	1115.114	SPEAKER_0
1116.413	1118.27	SPEAKER_0
1118.995	1119.907	SPEAKER_1
1120.16	1124.767	SPEAKER_0
1125.577	1127.669	SPEAKER_0
1128.445	1129.981	SPEAKER_2
1130.352	1131.517	SPEAKER_2
1132.09	1134.402	SPEAKER_2
1134.942	1136.225	SPEAKER_2
1136.427	1138.402	SPEAKER_2
1138.925	1141.848	SPEAKER_2
1142.898	1143.719	SPEAKER_0
1143.927	1144.115	SPEAKER_1
1145.7	1146.016	SPEAKER_1
1147.632	1149.252	SPEAKER_0
1150.13	1150.855	SPEAKER_2
1151.243	1152.475	SPEAKER_2
1153.235	1155.175	SPEAKER_2
1155.783	1159.802	SPEAKER_2
1159.961	1162.988	SPEAKER_0
1163.242	1172.354	SPEAKER_2
1173.244	1176.263	SPEAKER_0
1178.952	1180.741	SPEAKER_0
1181.062	1181.433	SPEAKER_0
1183.154	1184.015	SPEAKER_0
1189.094	1191.271	SPEAKER_0
1192.385	1193.397	SPEAKER_0
1209.867	1211.707	SPEAKER_2
1212.348	1213.782	SPEAKER_2
1213.968	1217.309	SPEAKER_0
1217.613	1223.485	SPEAKER_2
1224.852	1229.577	SPEAKER_0
1230.927	1242.142	SPEAKER_2
1242.849	1244.056	SPEAKER_2
1244.28	1246.241	SPEAKER_2
1246.739	1250.468	SPEAKER_2
1251.025	1252.156	SPEAKER_0
1257.826	1259.26	SPEAKER_0
1260.299	1262.569	SPEAKER_2
1262.99	1274.279	SPEAKER_2
1274.937	1279.173	SPEAKER_2
1279.308	1281.198	SPEAKER_2
1281.824	1282.611	SPEAKER_1
1283.387	1283.769	SPEAKER_0
1283.805	1284.705	SPEAKER_1
1285.062	1286.885	SPEAKER_0
1287.391	1288.799	SPEAKER_0
1288.808	1289.993	SPEAKER_2
1290.516	1293.554	SPEAKER_2
1294.073	1302.832	SPEAKER_2
1303.068	1305.245	SPEAKER_2
1306.239	1307.111	SPEAKER_1
1307.113	1308.467	SPEAKER_0
1309.109	1311.134	SPEAKER_1
1311.269	1311.86	SPEAKER_0
1313.885	1314.728	SPEAKER_0
1315.032	1316.348	SPEAKER_0
15.89	16.38	SPEAKER_0
16.39	17.02	SPEAKER_1
17.04	17.67	SPEAKER_0
50.94	53.01	SPEAKER_1
82.66	83.84	SPEAKER_1
84.18	86.29	SPEAKER_3
90.24	92.93	SPEAKER_3
95.68	97.3	SPEAKER_0
120.32	122.2	SPEAKER_0
141.66	143.36	SPEAKER_3
155.97	156.44	SPEAKER_1
156.45	157.59	SPEAKER_0
158.884	160.762	SPEAKER_3
160.773	161.842	SPEAKER_1
162.954	163.507	SPEAKER_1
163.653	163.984	SPEAKER_0
170.222	170.499	SPEAKER_1
170.519	173.48	SPEAKER_0
193.17	197.401	SPEAKER_2
198.723	200.715	SPEAKER_1
201.963	203.04	SPEAKER_1
219.7	220.336	SPEAKER_1
220.336	220.975	SPEAKER_0
222.545	222.745	SPEAKER_1
227.464	228.095	SPEAKER_1
237.669	238.785	SPEAKER_1
243.585	244.508	SPEAKER_1
245.261	246.268	SPEAKER_1
246.946	248.768	SPEAKER_2
286.761	288.762	SPEAKER_3
305.649	306.249	SPEAKER_0
308.243	310.004	SPEAKER_1
310.176	311.576	SPEAKER_0
334.374	336.984	SPEAKER_2
348.758	349.268	SPEAKER_1
349.41	350.88	SPEAKER_0
355.889	356.134	SPEAKER_1
356.51	357.274	SPEAKER_1
357.855	358.484	SPEAKER_0
359.544	360.124	SPEAKER_0
360.369	361.024	SPEAKER_1
362.609	363.119	SPEAKER_1
388.6	390.19	SPEAKER_0
390.876	391.266	SPEAKER_0
423.337	423.956	SPEAKER_1
424.952	425.766	SPEAKER_0
427.224	431.456	SPEAKER_1
451.06	451.64	SPEAKER_1
452.09	453.155	SPEAKER_0
453.454	454.71	SPEAKER_1
477.036	477.851	SPEAKER_0
497.774	498.12	SPEAKER_1
522.515	525.738	SPEAKER_2
527.299	528.509	SPEAKER_0
531.069	531.599	SPEAKER_1
533.684	534.175	SPEAKER_0
539.7	541.424	SPEAKER_1
579.048	579.419	SPEAKER_1
579.981	580.606	SPEAKER_1
592.591	593.317	SPEAKER_1
604.045	604.771	SPEAKER_1
605.878	606.812	SPEAKER_0
608.325	609.1	SPEAKER_0
611.0	611.624	SPEAKER_0
612.504	613.007	SPEAKER_1
613.02	614.548	SPEAKER_0
625.67	628.963	SPEAKER_1
632.74	633.199	SPEAKER_1
640.92	641.371	SPEAKER_1
641.988	643.392	SPEAKER_1
643.838	644.979	SPEAKER_0
645.099	645.61	SPEAKER_1
648.176	648.958	SPEAKER_0
652.15	653.013	SPEAKER_0
682.073	682.371	SPEAKER_1
690.103	690.723	SPEAKER_1
691.786	693.91	SPEAKER_2
698.729	701.146	SPEAKER_0
701.562	702.214	SPEAKER_1
703.479	703.986	SPEAKER_1
713.563	713.795	SPEAKER_1
717.268	718.59	SPEAKER_0
726.588	727.538	SPEAKER_1
730.016	730.858	SPEAKER_0
731.473	731.843	SPEAKER_0
733.765	734.933	SPEAKER_1
778.796	779.017	SPEAKER_1
779.231	779.499	SPEAKER_1
779.808	780.74	SPEAKER_0
799.375	800.409	SPEAKER_1
800.883	801.999	SPEAKER_1
808.293	809.3	SPEAKER_0
809.879	812.83	SPEAKER_0
814.5	815.053	SPEAKER_0
874.343	875.344	SPEAKER_1
877.204	877.542	SPEAKER_1
877.79	878.314	SPEAKER_1
878.833	882.047	SPEAKER_0
883.78	884.413	SPEAKER_0
888.747	891.47	SPEAKER_1
897.347	897.599	SPEAKER_1
898.083	898.315	SPEAKER_1
912.064	912.708	SPEAKER_1
949.957	951.061	SPEAKER_0
968.366	969.511	SPEAKER_1
985.009	985.484	SPEAKER_3
991.262	991.856	SPEAKER_1
1035.249	1037.006	SPEAKER_1
1037.472	1037.88	SPEAKER_1
1037.989	1038.403	SPEAKER_0
1080.933	1081.381	SPEAKER_1
1081.599	1081.789	SPEAKER_1
1082.359	1083.747	SPEAKER_0
1084.083	1084.926	SPEAKER_0
1090.094	1090.989	SPEAKER_1
1091.895	1092.979	SPEAKER_1
1093.75	1096.702	SPEAKER_2
1108.809	1110.405	SPEAKER_0
1132.832	1135.364	SPEAKER_1
1138.931	1140.055	SPEAKER_0
1140.947	1142.433	SPEAKER_1
1144.029	1145.654	SPEAKER_0
1145.942	1146.648	SPEAKER_0
1154.625	1155.766	SPEAKER_0
1160.435	1162.99	SPEAKER_2
1164.103	1165.453	SPEAKER_1
1166.517	1167.648	SPEAKER_0
1168.935	1169.698	SPEAKER_1
1170.444	1172.421	SPEAKER_1
1210.182	1211.705	SPEAKER_1
1214.103	1217.081	SPEAKER_2
1219.917	1220.706	SPEAKER_1
1222.967	1224.849	SPEAKER_0
1235.252	1236.31	SPEAKER_1
1237.135	1242.449	SPEAKER_0
1244.192	1245.039	SPEAKER_0
1249.417	1251.024	SPEAKER_0
1260.959	1261.772	SPEAKER_1
1263.5	1264.053	SPEAKER_0
1265.434	1270.459	SPEAKER_0
1273.105	1273.843	SPEAKER_0
1277.965	1278.923	SPEAKER_1
1280.115	1280.615	SPEAKER_1
1291.551	1292.601	SPEAKER_0
1292.605	1293.268	SPEAKER_1
1294.588	1297.637	SPEAKER_0
1298.25	1300.224	SPEAKER_0
1300.665	1301.045	SPEAKER_1
1302.831	1303.402	SPEAKER_0
1304.253	1304.782	SPEAKER_1
1308.182	1309.105	SPEAKER_1
1311.271	1314.117	SPEAKER_1
247.885	250.546	SPEAKER_0
454.355	459.83	SPEAKER_2
604.55	605.769	SPEAKER_0
1036.53	1036.913	SPEAKER_0
1169.541	1170.186	SPEAKER_0
1298.879	1299.073	SPEAKER_1
1299.895	1300.224	SPEAKER_1
1303.292	1303.921	SPEAKER_1
