speech_start	speech_end	speaker
236.804	237.985	SPEAKER_00
238.728	239.622	SPEAKER_00
240.601	241.31	SPEAKER_00
241.732	243.217	SPEAKER_00
243.385	244.01	SPEAKER_01
244.499	247.115	SPEAKER_00
250.709	251.232	SPEAKER_00
251.688	252.869	SPEAKER_00
253.679	254.388	SPEAKER_01
254.675	257.712	SPEAKER_01
258.607	260.024	SPEAKER_00
260.243	261.087	SPEAKER_00
261.56	262.167	SPEAKER_00
262.707	263.618	SPEAKER_00
263.973	264.867	SPEAKER_00
265.998	268.428	SPEAKER_01
270.082	270.436	SPEAKER_01
271.263	274.773	SPEAKER_00
275.313	277.0	SPEAKER_01
281.422	281.911	SPEAKER_00
284.223	285.505	SPEAKER_01
286.197	288.256	SPEAKER_00
289.252	290.551	SPEAKER_01
291.007	292.137	SPEAKER_00
293.183	293.639	SPEAKER_01
295.327	296.137	SPEAKER_00
297.487	298.82	SPEAKER_01
298.82	299.495	SPEAKER_00
305.367	306.042	SPEAKER_00
306.7	309.248	SPEAKER_01
310.531	312.86	SPEAKER_01
313.535	314.665	SPEAKER_00
320.47	321.77	SPEAKER_01
323.693	324.25	SPEAKER_00
324.524	325.154	SPEAKER_02
325.583	327.271	SPEAKER_02
327.794	329.97	SPEAKER_02
330.41	336.282	SPEAKER_02
336.721	339.877	SPEAKER_02
340.855	341.024	SPEAKER_01
351.841	358.034	SPEAKER_02
358.102	361.898	SPEAKER_02
362.287	365.375	SPEAKER_02
369.408	370.066	SPEAKER_01
381.085	382.26	SPEAKER_01
382.37	383.48	SPEAKER_02
383.954	384.747	SPEAKER_02
385.743	390.94	SPEAKER_02
391.345	394.417	SPEAKER_02
398.618	398.821	SPEAKER_01
411.308	412.962	SPEAKER_02
414.582	417.535	SPEAKER_02
417.788	419.797	SPEAKER_02
420.438	423.509	SPEAKER_02
427.441	430.276	SPEAKER_03
430.85	431.052	SPEAKER_03
431.255	433.87	SPEAKER_04
433.89	437.01	SPEAKER_03
437.02	441.62	SPEAKER_02
442.257	446.408	SPEAKER_02
446.881	449.817	SPEAKER_02
451.032	452.517	SPEAKER_04
454.12	457.39	SPEAKER_03
459.571	462.22	SPEAKER_02
462.676	464.735	SPEAKER_02
465.224	472.649	SPEAKER_02
472.936	473.965	SPEAKER_01
474.556	475.619	SPEAKER_03
478.319	479.956	SPEAKER_01
480.327	481.576	SPEAKER_03
482.015	486.993	SPEAKER_02
487.567	494.62	SPEAKER_02
495.228	498.299	SPEAKER_02
506.821	507.631	SPEAKER_03
511.529	517.773	SPEAKER_01
523.308	525.434	SPEAKER_01
534.867	535.627	SPEAKER_02
535.998	537.331	SPEAKER_02
537.905	545.077	SPEAKER_02
545.515	549.667	SPEAKER_02
550.207	553.261	SPEAKER_02
553.379	554.543	SPEAKER_01
556.99	557.682	SPEAKER_02
558.087	559.285	SPEAKER_02
560.062	563.116	SPEAKER_02
563.538	569.174	SPEAKER_02
569.562	571.52	SPEAKER_02
572.026	575.097	SPEAKER_02
578.067	578.455	SPEAKER_02
578.978	580.278	SPEAKER_02
581.206	583.501	SPEAKER_02
583.906	585.155	SPEAKER_02
585.425	587.18	SPEAKER_02
587.703	590.774	SPEAKER_02
593.913	595.533	SPEAKER_02
595.904	596.714	SPEAKER_02
597.457	599.583	SPEAKER_02
600.072	605.945	SPEAKER_02
606.468	609.295	SPEAKER_02
610.619	611.733	SPEAKER_01
612.61	613.505	SPEAKER_01
613.943	615.8	SPEAKER_01
616.525	616.778	SPEAKER_01
623.056	623.849	SPEAKER_04
629.857	630.177	SPEAKER_04
630.177	636.033	SPEAKER_02
636.337	637.214	SPEAKER_02
637.754	642.715	SPEAKER_02
643.205	646.394	SPEAKER_02
649.567	650.596	SPEAKER_01
652.115	653.752	SPEAKER_02
655.22	660.62	SPEAKER_02
661.025	664.096	SPEAKER_02
664.872	665.159	SPEAKER_01
665.581	666.55	SPEAKER_01
666.66	667.76	SPEAKER_03
668.517	668.686	SPEAKER_01
669.766	669.968	SPEAKER_01
670.559	671.032	SPEAKER_01
673.816	674.137	SPEAKER_01
675.875	677.444	SPEAKER_03
677.917	678.423	SPEAKER_01
685.645	687.586	SPEAKER_01
687.603	690.674	SPEAKER_02
691.248	696.833	SPEAKER_02
697.222	699.736	SPEAKER_02
699.736	702.402	SPEAKER_00
703.972	704.309	SPEAKER_03
704.748	705.102	SPEAKER_00
707.465	707.853	SPEAKER_00
708.511	710.72	SPEAKER_01
710.72	711.88	SPEAKER_00
712.09	713.46	SPEAKER_01
713.46	715.73	SPEAKER_00
717.016	717.387	SPEAKER_00
717.927	719.075	SPEAKER_00
719.699	721.538	SPEAKER_00
721.572	723.83	SPEAKER_00
723.83	726.01	SPEAKER_02
726.719	728.643	SPEAKER_02
729.166	733.064	SPEAKER_02
733.79	736.99	SPEAKER_02
737.035	737.345	SPEAKER_01
738.228	738.785	SPEAKER_00
740.168	743.138	SPEAKER_01
744.893	745.552	SPEAKER_00
746.513	747.02	SPEAKER_01
749.163	751.019	SPEAKER_02
752.251	758.275	SPEAKER_02
758.579	767.12	SPEAKER_02
767.793	770.881	SPEAKER_02
773.362	774.644	SPEAKER_00
775.623	776.939	SPEAKER_01
776.956	777.192	SPEAKER_00
781.04	782.828	SPEAKER_01
800.733	802.606	SPEAKER_02
803.821	805.795	SPEAKER_02
806.403	810.554	SPEAKER_02
810.908	813.372	SPEAKER_02
813.98	817.017	SPEAKER_02
818.823	819.43	SPEAKER_01
819.818	821.54	SPEAKER_01
826.906	827.851	SPEAKER_00
828.205	828.796	SPEAKER_01
830.973	834.196	SPEAKER_02
834.567	836.153	SPEAKER_02
836.66	838.972	SPEAKER_02
841.165	843.798	SPEAKER_01
846.599	848.354	SPEAKER_02
849.502	850.025	SPEAKER_01
851.442	853.062	SPEAKER_02
853.552	861.078	SPEAKER_01
872.975	874.932	SPEAKER_02
876.232	878.712	SPEAKER_01
879.252	880.585	SPEAKER_01
882.88	883.91	SPEAKER_01
885.58	886.897	SPEAKER_01
895.115	896.313	SPEAKER_02
898.81	899.215	SPEAKER_01
899.249	901.426	SPEAKER_02
902.017	902.658	SPEAKER_01
903.181	904.46	SPEAKER_01
914.15	916.478	SPEAKER_01
916.833	918.014	SPEAKER_01
918.217	919.668	SPEAKER_01
919.853	920.798	SPEAKER_01
922.807	923.212	SPEAKER_01
924.173	924.477	SPEAKER_01
925.675	927.33	SPEAKER_01
928.578	929.793	SPEAKER_01
929.978	931.362	SPEAKER_01
961.248	961.973	SPEAKER_00
986.645	987.488	SPEAKER_00
992.365	993.04	SPEAKER_00
993.175	995.47	SPEAKER_00
996.196	997.765	SPEAKER_00
999.419	1000.043	SPEAKER_00
1000.702	1001.579	SPEAKER_01
1002.423	1004.06	SPEAKER_00
1004.33	1004.515	SPEAKER_00
1007.772	1011.35	SPEAKER_00
1015.72	1021.002	SPEAKER_01
1023.078	1024.58	SPEAKER_01
1039.244	1040.932	SPEAKER_01
1041.218	1041.725	SPEAKER_01
1059.95	1060.591	SPEAKER_00
1061.35	1063.274	SPEAKER_00
1065.012	1067.83	SPEAKER_01
1075.677	1076.96	SPEAKER_01
1080.335	1081.28	SPEAKER_01
1082.427	1083.372	SPEAKER_01
1129.964	1130.909	SPEAKER_01
1145.692	1147.666	SPEAKER_01
1148.425	1150.687	SPEAKER_01
1150.94	1151.345	SPEAKER_01
1153.471	1153.792	SPEAKER_01
1182.985	1183.289	SPEAKER_01
44.198	45.108	SPEAKER_01
174.825	175.955	SPEAKER_01
182.69	185.456	SPEAKER_01
202.86	204.0	SPEAKER_02
204.815	209.375	SPEAKER_01
276.591	278.811	SPEAKER_00
328.283	329.97	SPEAKER_00
334.331	335.021	SPEAKER_01
389.236	389.536	SPEAKER_01
437.06	437.38	SPEAKER_01
438.13	439.24	SPEAKER_03
439.445	439.795	SPEAKER_01
439.82	441.62	SPEAKER_04
482.015	486.993	SPEAKER_01
487.567	494.62	SPEAKER_01
539.55	540.49	SPEAKER_01
543.92	544.44	SPEAKER_01
551.199	552.529	SPEAKER_01
565.891	567.631	SPEAKER_01
600.603	602.653	SPEAKER_01
606.62	607.56	SPEAKER_01
632.09	635.38	SPEAKER_01
687.603	690.674	SPEAKER_01
698.57	699.16	SPEAKER_01
716.25	719.99	SPEAKER_03
722.54	726.01	SPEAKER_03
730.68	733.41	SPEAKER_03
754.22	760.638	SPEAKER_03
760.638	762.02	SPEAKER_01
842.06	843.798	SPEAKER_02
