speech_start	speech_end	speaker
302.971	305.84	SPEAKER_02
306.397	308.24	SPEAKER_01
308.33	308.86	SPEAKER_02
309.518	311.56	SPEAKER_02
311.678	316.589	SPEAKER_02
317.467	319.66	SPEAKER_02
320.318	322.208	SPEAKER_02
322.732	324.335	SPEAKER_02
324.757	326.866	SPEAKER_02
327.862	328.975	SPEAKER_01
329.68	329.9	SPEAKER_03
330.258	331.17	SPEAKER_03
331.585	332.88	SPEAKER_03
333.485	333.725	SPEAKER_02
333.765	334.73	SPEAKER_01
334.99	335.67	SPEAKER_03
336.299	341.108	SPEAKER_03
341.648	350.71	SPEAKER_03
351.419	351.925	SPEAKER_02
359.873	364.615	SPEAKER_01
365.24	368.176	SPEAKER_01
368.463	370.049	SPEAKER_01
373.745	376.428	SPEAKER_01
378.723	380.393	SPEAKER_02
380.933	382.992	SPEAKER_03
383.38	384.578	SPEAKER_03
384.713	385.54	SPEAKER_03
385.743	386.452	SPEAKER_03
386.722	389.911	SPEAKER_03
390.417	396.37	SPEAKER_03
396.965	398.855	SPEAKER_01
399.496	403.529	SPEAKER_01
404.137	409.975	SPEAKER_03
412.861	415.409	SPEAKER_02
418.058	420.353	SPEAKER_01
420.691	422.092	SPEAKER_01
422.682	423.88	SPEAKER_01
424.977	426.462	SPEAKER_01
426.631	426.935	SPEAKER_01
427.711	429.365	SPEAKER_01
433.988	434.9	SPEAKER_01
435.929	438.494	SPEAKER_03
438.713	439.422	SPEAKER_03
439.608	441.47	SPEAKER_03
442.257	443.54	SPEAKER_03
444.181	448.13	SPEAKER_03
448.872	457.512	SPEAKER_03
459.115	460.178	SPEAKER_02
460.803	462.524	SPEAKER_02
463.334	464.262	SPEAKER_01
464.33	464.701	SPEAKER_02
465.865	466.473	SPEAKER_02
467.772	469.156	SPEAKER_02
471.569	473.442	SPEAKER_02
475.822	477.678	SPEAKER_02
478.268	479.939	SPEAKER_03
480.158	480.968	SPEAKER_03
481.441	483.044	SPEAKER_03
483.652	485.035	SPEAKER_03
485.204	488.393	SPEAKER_03
488.883	490.165	SPEAKER_03
490.84	494.873	SPEAKER_03
494.873	495.903	SPEAKER_01
497.877	499.733	SPEAKER_03
499.835	500.206	SPEAKER_02
501.742	502.805	SPEAKER_01
524.438	524.962	SPEAKER_02
525.89	526.767	SPEAKER_02
527.088	528.961	SPEAKER_02
529.67	530.665	SPEAKER_02
533.821	534.884	SPEAKER_02
535.913	538.445	SPEAKER_02
541.752	543.052	SPEAKER_02
554.003	555.016	SPEAKER_01
556.94	557.28	SPEAKER_02
557.56	558.33	SPEAKER_03
558.509	563.555	SPEAKER_03
564.128	566.356	SPEAKER_01
566.862	571.992	SPEAKER_03
571.992	573.58	SPEAKER_01
573.63	580.98	SPEAKER_03
582.893	586.5	SPEAKER_01
587.467	588.395	SPEAKER_01
588.817	589.154	SPEAKER_02
589.627	590.116	SPEAKER_02
591.263	591.601	SPEAKER_02
592.124	592.411	SPEAKER_02
592.968	593.407	SPEAKER_02
593.558	594.014	SPEAKER_02
595.567	596.107	SPEAKER_02
597.524	598.115	SPEAKER_02
598.655	599.448	SPEAKER_02
599.87	600.359	SPEAKER_02
601.017	601.473	SPEAKER_02
602.114	602.553	SPEAKER_01
602.7	602.96	SPEAKER_01
603.734	604.291	SPEAKER_01
604.628	605.202	SPEAKER_02
605.557	607.34	SPEAKER_02
607.5	608.46	SPEAKER_01
609.117	611.53	SPEAKER_02
611.75	613.505	SPEAKER_01
614.18	615.817	SPEAKER_03
616.728	620.997	SPEAKER_01
621.335	621.807	SPEAKER_03
622.347	628.861	SPEAKER_03
631.848	633.181	SPEAKER_02
633.907	636.218	SPEAKER_01
637.535	641.315	SPEAKER_01
644.825	645.095	SPEAKER_01
645.854	647.086	SPEAKER_01
648.773	650.765	SPEAKER_03
651.153	652.132	SPEAKER_03
652.823	655.692	SPEAKER_03
656.013	662.24	SPEAKER_03
662.763	666.897	SPEAKER_01
669.563	670.42	SPEAKER_02
670.5	671.74	SPEAKER_01
676.347	678.608	SPEAKER_01
687.232	689.324	SPEAKER_01
691.417	693.61	SPEAKER_03
693.897	694.673	SPEAKER_03
695.146	696.817	SPEAKER_03
697.323	698.96	SPEAKER_03
699.601	710.81	SPEAKER_03
714.772	715.936	SPEAKER_02
716.611	718.72	SPEAKER_01
719.159	720.61	SPEAKER_02
720.712	721.184	SPEAKER_01
722.686	723.428	SPEAKER_02
723.766	726.179	SPEAKER_01
730.246	730.988	SPEAKER_02
731.427	731.967	SPEAKER_02
733.79	734.937	SPEAKER_03
735.359	737.367	SPEAKER_03
737.587	743.358	SPEAKER_03
743.965	747.053	SPEAKER_03
757.145	757.381	SPEAKER_02
757.803	760.756	SPEAKER_01
764.047	765.329	SPEAKER_01
766.46	767.371	SPEAKER_02
767.675	768.55	SPEAKER_01
768.56	769.99	SPEAKER_03
771.64	777.023	SPEAKER_03
777.428	780.398	SPEAKER_03
785.512	786.457	SPEAKER_02
787.672	788.819	SPEAKER_02
789.106	792.295	SPEAKER_01
795.012	797.189	SPEAKER_02
798.269	801.205	SPEAKER_02
801.998	802.82	SPEAKER_02
802.89	803.52	SPEAKER_01
803.618	804.496	SPEAKER_02
805.627	806.302	SPEAKER_03
806.487	808.293	SPEAKER_03
808.833	809.845	SPEAKER_03
810.031	813.76	SPEAKER_03
813.811	815.887	SPEAKER_03
816.68	819.903	SPEAKER_03
827.632	830.618	SPEAKER_01
830.753	832.272	SPEAKER_01
834.517	835.006	SPEAKER_02
835.512	838.57	SPEAKER_02
838.68	839.94	SPEAKER_01
840.04	841.7	SPEAKER_02
841.77	848.05	SPEAKER_01
848.978	850.43	SPEAKER_01
850.649	854.682	SPEAKER_01
854.969	856.606	SPEAKER_02
857.281	858.26	SPEAKER_02
859.745	861.567	SPEAKER_02
863.778	864.402	SPEAKER_02
864.925	867.288	SPEAKER_02
869.667	870.511	SPEAKER_02
871.388	871.996	SPEAKER_02
872.637	873.194	SPEAKER_02
874.882	876.232	SPEAKER_02
879.269	880.349	SPEAKER_03
880.484	883.572	SPEAKER_03
883.825	886.947	SPEAKER_03
887.268	890.272	SPEAKER_03
890.44	895.823	SPEAKER_03
896.515	899.38	SPEAKER_03
899.75	900.37	SPEAKER_02
900.68	902.91	SPEAKER_01
903.34	904.65	SPEAKER_02
918.571	919.432	SPEAKER_03
920.005	921.592	SPEAKER_03
922.3	922.908	SPEAKER_03
923.228	923.937	SPEAKER_03
924.545	927.953	SPEAKER_03
928.747	929.422	SPEAKER_03
929.69	930.55	SPEAKER_03
930.88	933.27	SPEAKER_03
934.012	936.087	SPEAKER_03
936.56	939.243	SPEAKER_03
942.196	943.242	SPEAKER_02
943.917	946.54	SPEAKER_02
946.71	948.66	SPEAKER_01
949.925	951.427	SPEAKER_02
951.815	952.237	SPEAKER_02
952.49	952.979	SPEAKER_02
953.367	953.924	SPEAKER_02
954.464	955.038	SPEAKER_02
955.122	955.679	SPEAKER_02
956.81	958.598	SPEAKER_02
960.303	966.682	SPEAKER_02
967.103	967.643	SPEAKER_02
968.437	971.423	SPEAKER_02
972.419	973.35	SPEAKER_02
973.38	975.69	SPEAKER_01
976.182	977.35	SPEAKER_02
977.53	978.5	SPEAKER_01
979.02	979.41	SPEAKER_02
980.367	981.02	SPEAKER_02
981.05	981.72	SPEAKER_01
982.055	982.932	SPEAKER_02
983.455	986.105	SPEAKER_01
986.155	988.78	SPEAKER_02
988.9	991.41	SPEAKER_01
991.45	993.26	SPEAKER_02
993.614	994.48	SPEAKER_02
994.54	999.07	SPEAKER_01
999.436	1001.191	SPEAKER_01
1001.562	1004.971	SPEAKER_03
1005.713	1010.388	SPEAKER_03
1010.59	1012.092	SPEAKER_03
1012.126	1014.016	SPEAKER_03
1014.387	1018.927	SPEAKER_03
1019.618	1021.12	SPEAKER_01
1021.22	1023.92	SPEAKER_02
1025.423	1026.031	SPEAKER_02
1027.87	1029.946	SPEAKER_01
1030.334	1030.57	SPEAKER_03
1030.874	1039.835	SPEAKER_03
1040.122	1046.04	SPEAKER_03
1046.804	1048.643	SPEAKER_03
1048.762	1049.74	SPEAKER_03
1050.415	1056.018	SPEAKER_03
1056.338	1058.296	SPEAKER_03
1058.65	1061.57	SPEAKER_01
1186.09	1189.195	SPEAKER_01
1189.752	1191.406	SPEAKER_01
1192.216	1193.448	SPEAKER_01
1194.629	1195.81	SPEAKER_01
1196.401	1197.717	SPEAKER_03
1197.903	1199.01	SPEAKER_01
1199.16	1199.84	SPEAKER_02
1201.143	1201.852	SPEAKER_02
1202.071	1203.809	SPEAKER_02
1204.687	1205.665	SPEAKER_02
1206.442	1207.657	SPEAKER_02
1207.977	1209.58	SPEAKER_02
1211.167	1211.825	SPEAKER_03
1212.618	1216.955	SPEAKER_03
1217.09	1220.279	SPEAKER_03
1220.836	1222.54	SPEAKER_03
1222.844	1224.532	SPEAKER_03
1224.54	1227.39	SPEAKER_01
1228.733	1231.973	SPEAKER_01
1236.327	1239.55	SPEAKER_03
1239.55	1240.377	SPEAKER_01
1240.44	1242.04	SPEAKER_01
1251.143	1252.814	SPEAKER_00
1252.814	1253.978	SPEAKER_01
1254.029	1259.108	SPEAKER_01
1260.56	1261.353	SPEAKER_02
1261.707	1263.496	SPEAKER_01
1263.682	1266.331	SPEAKER_01
1275.157	1281.468	SPEAKER_00
1282.075	1283.392	SPEAKER_00
1284.843	1284.978	SPEAKER_02
1284.978	1286.075	SPEAKER_00
1286.12	1287.74	SPEAKER_01
1287.914	1288.522	SPEAKER_00
1288.91	1292.487	SPEAKER_03
1293.162	1295.508	SPEAKER_03
1295.71	1296.655	SPEAKER_00
1297.432	1297.955	SPEAKER_03
1297.955	1299.423	SPEAKER_00
1299.794	1300.334	SPEAKER_00
1303.017	1305.143	SPEAKER_02
1305.143	1306.207	SPEAKER_00
1306.612	1306.747	SPEAKER_03
1306.747	1307.371	SPEAKER_00
1307.557	1308.957	SPEAKER_00
1308.957	1309.261	SPEAKER_02
1309.632	1310.375	SPEAKER_00
1310.442	1311.235	SPEAKER_00
1311.32	1311.927	SPEAKER_00
1312.231	1312.703	SPEAKER_03
1313.058	1314.172	SPEAKER_03
1314.357	1316.213	SPEAKER_02
1316.348	1318.019	SPEAKER_00
1318.61	1318.964	SPEAKER_02
1319.217	1319.605	SPEAKER_02
1319.875	1320.297	SPEAKER_02
1320.5	1324.499	SPEAKER_02
1325.967	1326.828	SPEAKER_00
1327.503	1329.385	SPEAKER_00
1330.726	1331.367	SPEAKER_01
1332.869	1333.274	SPEAKER_01
1334.05	1334.59	SPEAKER_01
1335.383	1336.885	SPEAKER_01
1339.079	1340.935	SPEAKER_01
1341.695	1342.606	SPEAKER_03
1343.315	1345.272	SPEAKER_03
1345.475	1346.808	SPEAKER_01
1347.263	1350.24	SPEAKER_01
1350.373	1352.72	SPEAKER_03
1353.423	1356.612	SPEAKER_03
1357.203	1357.625	SPEAKER_02
1358.283	1360.19	SPEAKER_01
1361.438	1363.379	SPEAKER_01
1368.239	1369.437	SPEAKER_01
1369.96	1371.091	SPEAKER_01
1374.078	1374.213	SPEAKER_03
1374.668	1375.276	SPEAKER_03
1376.086	1377.959	SPEAKER_03
1378.364	1380.068	SPEAKER_03
1380.71	1385.84	SPEAKER_03
1386.498	1387.797	SPEAKER_01
1389.822	1390.97	SPEAKER_01
1392.067	1392.961	SPEAKER_02
1395.847	1404.773	SPEAKER_03
1405.162	1410.815	SPEAKER_03
1411.321	1411.658	SPEAKER_03
1411.827	1413.076	SPEAKER_03
1415.489	1416.468	SPEAKER_01
1418.476	1419.657	SPEAKER_01
1421.395	1422.931	SPEAKER_03
1423.252	1424.414	SPEAKER_01
1424.507	1426.694	SPEAKER_03
1427.082	1435.974	SPEAKER_03
1436.701	1439.333	SPEAKER_03
1439.333	1442.44	SPEAKER_02
1444.818	1445.493	SPEAKER_01
1450.69	1451.23	SPEAKER_01
1456.158	1457.778	SPEAKER_03
1458.132	1459.307	SPEAKER_01
1459.36	1461.32	SPEAKER_03
1461.676	1462.418	SPEAKER_03
1462.418	1463.026	SPEAKER_01
1464.899	1466.707	SPEAKER_01
1466.907	1468.6	SPEAKER_03
1469.152	1473.657	SPEAKER_03
1474.18	1474.737	SPEAKER_03
1476.492	1478.23	SPEAKER_01
1479.547	1480.255	SPEAKER_01
1483.192	1484.018	SPEAKER_01
1492.051	1493.789	SPEAKER_01
1494.194	1496.667	SPEAKER_01
1496.747	1497.254	SPEAKER_02
1497.451	1499.813	SPEAKER_01
1500.92	1502.6	SPEAKER_01
1505.365	1511.423	SPEAKER_03
1511.828	1513.82	SPEAKER_01
1515.372	1516.52	SPEAKER_02
1517.228	1518.224	SPEAKER_02
1518.612	1519.878	SPEAKER_02
1520.553	1521.025	SPEAKER_02
1521.633	1522.983	SPEAKER_02
1526.071	1531.37	SPEAKER_02
1532.5	1533.547	SPEAKER_01
1535.68	1537.26	SPEAKER_03
1537.799	1539.638	SPEAKER_03
1540.027	1540.803	SPEAKER_03
1540.972	1541.68	SPEAKER_01
1541.68	1545.64	SPEAKER_03
1546.237	1551.67	SPEAKER_03
1552.244	1557.458	SPEAKER_03
1560.85	1562.285	SPEAKER_01
1563.179	1563.601	SPEAKER_02
1563.888	1564.58	SPEAKER_01
1568.663	1569.88	SPEAKER_01
1569.92	1571.34	SPEAKER_02
1571.42	1572.66	SPEAKER_01
1592.862	1593.2	SPEAKER_02
1593.47	1594.432	SPEAKER_01
1595.123	1595.748	SPEAKER_02
1597.638	1598.431	SPEAKER_02
1602.835	1604.708	SPEAKER_01
1608.674	1609.349	SPEAKER_01
1616.42	1618.023	SPEAKER_01
1621.904	1623.794	SPEAKER_03
1624.334	1625.313	SPEAKER_03
1626.022	1627.675	SPEAKER_03
1628.249	1629.211	SPEAKER_03
1629.447	1632.805	SPEAKER_03
1633.21	1634.915	SPEAKER_03
1635.607	1637.648	SPEAKER_03
1638.593	1639.14	SPEAKER_03
1639.32	1640.82	SPEAKER_01
1640.973	1641.783	SPEAKER_01
1642.711	1644.415	SPEAKER_03
1644.871	1645.377	SPEAKER_01
1645.411	1646.187	SPEAKER_01
1647.47	1648.752	SPEAKER_02
1650.288	1651.03	SPEAKER_02
1651.402	1652.633	SPEAKER_02
1654.777	1656.987	SPEAKER_02
1658.303	1660.025	SPEAKER_02
1661.695	1663.568	SPEAKER_02
1664.378	1664.986	SPEAKER_01
1665.627	1666.91	SPEAKER_01
1669.373	1670.909	SPEAKER_03
1672.512	1673.423	SPEAKER_03
1673.693	1684.527	SPEAKER_03
1685.523	1685.827	SPEAKER_02
1687.801	1688.206	SPEAKER_02
1706.38	1707.933	SPEAKER_03
1709.435	1715.223	SPEAKER_03
1715.223	1720.44	SPEAKER_01
1720.505	1721.112	SPEAKER_01
1723.998	1724.487	SPEAKER_01
1724.96	1726.4	SPEAKER_01
1726.45	1726.92	SPEAKER_02
1728.149	1730.528	SPEAKER_03
1730.697	1732.233	SPEAKER_03
1732.655	1734.038	SPEAKER_03
1734.376	1736.958	SPEAKER_03
1740.282	1741.143	SPEAKER_03
1741.632	1743.455	SPEAKER_03
1744.265	1747.808	SPEAKER_03
1750.795	1752.348	SPEAKER_03
1752.567	1755.065	SPEAKER_01
1755.436	1756.702	SPEAKER_01
1758.406	1758.727	SPEAKER_03
1759.52	1761.595	SPEAKER_01
1765.595	1766.793	SPEAKER_03
1771.349	1772.23	SPEAKER_02
1772.26	1774.39	SPEAKER_03
1774.758	1777.61	SPEAKER_01
1778.335	1778.808	SPEAKER_02
1780.242	1780.664	SPEAKER_02
1781.052	1781.44	SPEAKER_01
1781.46	1783.09	SPEAKER_01
1784.562	1786.385	SPEAKER_02
1786.908	1787.448	SPEAKER_02
1788.697	1788.899	SPEAKER_02
1789.388	1790.063	SPEAKER_02
1793.118	1793.523	SPEAKER_01
1794.535	1796.155	SPEAKER_03
1799.041	1801.657	SPEAKER_03
1803.631	1804.441	SPEAKER_03
1807.732	1810.043	SPEAKER_01
1810.668	1811.191	SPEAKER_01
1829.939	1833.078	SPEAKER_01
73.03	74.5	SPEAKER_03
121.83	122.11	SPEAKER_02
144.97	150.14	SPEAKER_03
153.67	154.95	SPEAKER_01
159.85	160.99	SPEAKER_01
163.68	166.22	SPEAKER_01
171.66	172.54	SPEAKER_01
177.22	178.0	SPEAKER_01
183.4	184.56	SPEAKER_01
185.74	186.37	SPEAKER_01
192.001	192.69	SPEAKER_01
193.61	195.06	SPEAKER_01
206.03	206.55	SPEAKER_02
223.15	224.54	SPEAKER_01
225.464	228.164	SPEAKER_03
228.856	230.18	SPEAKER_02
230.26	231.51	SPEAKER_01
243.15	243.7	SPEAKER_02
339.37	340.28	SPEAKER_01
341.82	342.48	SPEAKER_02
347.58	350.71	SPEAKER_01
394.163	396.37	SPEAKER_01
396.965	398.855	SPEAKER_03
399.496	403.529	SPEAKER_03
404.98	405.88	SPEAKER_01
407.44	409.98	SPEAKER_01
439.608	440.98	SPEAKER_02
445.18	445.56	SPEAKER_02
559.66	560.37	SPEAKER_01
575.77	576.25	SPEAKER_02
579.05	580.56	SPEAKER_01
616.728	620.997	SPEAKER_03
627.03	628.2	SPEAKER_02
656.013	657.13	SPEAKER_02
658.81	660.61	SPEAKER_02
701.72	703.4	SPEAKER_01
707.54	708.5	SPEAKER_01
880.484	881.38	SPEAKER_01
984.72	985.25	SPEAKER_02
1007.92	1008.71	SPEAKER_02
1012.73	1013.64	SPEAKER_02
1014.387	1016.65	SPEAKER_02
1017.24	1018.93	SPEAKER_01
1031.97	1033.08	SPEAKER_01
1034.68	1038.07	SPEAKER_02
1042.197	1044.77	SPEAKER_01
1044.82	1045.0	SPEAKER_02
1045.2	1046.46	SPEAKER_01
1051.86	1052.32	SPEAKER_02
1059.123	1060.709	SPEAKER_01
1216.36	1216.78	SPEAKER_02
1217.54	1218.98	SPEAKER_01
1237.8	1239.35	SPEAKER_01
1286.52	1287.27	SPEAKER_02
1309.632	1310.375	SPEAKER_02
1310.442	1311.235	SPEAKER_02
1311.32	1311.927	SPEAKER_02
1384.507	1385.24	SPEAKER_02
1397.92	1398.334	SPEAKER_02
1399.187	1399.48	SPEAKER_02
1401.627	1402.44	SPEAKER_02
1408.027	1408.827	SPEAKER_01
1432.574	1434.0	SPEAKER_01
1469.152	1470.2	SPEAKER_01
1500.438	1504.574	SPEAKER_03
1505.374	1505.64	SPEAKER_02
1506.56	1506.75	SPEAKER_01
1506.84	1508.67	SPEAKER_02
1508.88	1511.107	SPEAKER_01
1541.68	1543.86	SPEAKER_01
1555.84	1556.42	SPEAKER_01
1675.132	1675.532	SPEAKER_02
1679.812	1681.292	SPEAKER_02
1683.412	1684.52	SPEAKER_01
1711.46	1712.46	SPEAKER_01
